"DateTime	PSNR-DateTime	PSNR-Value	PSNR-MeanA	PSNR-MeanH	PSNR-Min	PSNR-Max	PSNR-StdDevP	SSIM-DateTime	SSIM-Value	SSIM-MeanA	SSIM-MeanH	SSIM-Min	SSIM-Max	SSIM-StdDevP	VMAF-DateTime	VMAF-Value	VMAF-MeanA	VMAF-MeanH	VMAF-Min	VMAF-Max	VMAF-StdDevP	PSNR-Options	SSIM-Options	VMAF-Options	Frame	Bitrate	FileSpec	FFMetrics	FFMpeg"
"2025-06-07 18:51:41	2025-06-07 18:50:22	49.347588	50.816052	50.524683	39.640000	100.000000	4.107294	2025-06-07 18:51:41	0.994709	0.994709	0.994699	0.969355	1.000000	0.003026											1920x1080-23.98p, yuv420p10le (tv)	1346	G:\Аниме\Онгоинги\!_36_Осень_2024\DreamCast\Цикл историй - Межсезонье и сезон монстров\DC_Monogatari_Series_Off_and_Monster_Season_13_Telegram_HEVC.mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-06-07 19:16:29	2025-06-07 19:08:29	46.345766	46.684561	46.583639	40.200000	96.690000	2.618321	2025-06-07 19:16:29	0.993062	0.993062	0.993057	0.968773	1.000000	0.002255											1920x1080-24p, yuv420p10le (tv)	1390	G:\Аниме\Онгоинги\!_36_Осень_2024\DreamCast\Соблазн 2,5-мерного измерения\[DC] 2-5 Jigen no Ririsa - 01_Telegram_HEVC.mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-06-09 18:42:07	2025-06-09 18:40:57	49.704442	50.195159	50.090430	43.460000	100.000000	2.531030	2025-06-09 18:42:07	0.995683	0.995683	0.995662	0.910984	1.000000	0.004436											1920x1080-23.98p, yuv420p10le (pc)	845	G:\Аниме\Онгоинги\!_30_Весна_2023\Слишком милый кризис\Kawaisugi_Crisis_[10]_[AniLibria_TV]_[WEBRip_1080p]_HEVC.mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-06-27 15:08:52	2025-06-27 15:08:49	51.554201	53.537400	52.982970	40.850000	116.090000	6.989675	2025-06-27 15:08:52	0.997606	0.997606	0.997604	0.986336	1.000000	0.001575											1440x1080-23.98i, yuv420p10le (tv)	1377	E:\YandexDisk\Аниме\[Топ]\Стальная тревога!\ТВ-1\Full Metal Panic! [Opening & Ending]\Full Metal Panic! OP1_HEVC_HEVC.mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-06-27 15:13:49	2025-06-27 15:12:30	48.914048	49.695003	49.555001	37.460000	100.000000	2.791841	2025-06-27 15:13:49	0.99436	0.994360	0.994347	0.948863	1.000000	0.003648											1920x1080-23.98p, yuv420p10le (tv)	1248	G:\Аниме\[Топ-4]\Тотальный гарем\Shuumatsu_no_Harem_[10]_[AniLibria_TV]_[WEBRip_1080p]_HEVC.mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-07-04 19:50:08	2025-07-04 19:46:06	43.466437	45.370022	45.033230	25.050000	57.980000	3.828405	2025-07-04 19:50:08	0.989682	0.989682	0.989618	0.819935	0.998510	0.007699											1920x1080-24p, yuv420p10le (tv)	1654	G:\Аниме\Китай\3D\Клетка Духа\ТВ-2\[LightFamily][DUB] Клетка Духа II 01 серия_HEVC.mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-07-05 11:48:11	2025-07-05 11:45:04	41.514466	44.559973	44.060700	25.080000	59.020000	4.519005	2025-07-05 11:48:11	0.987345	0.987345	0.986396	0.547717	0.998712	0.024826											1920x1080-24p, yuv420p10le (tv)	1447	G:\Аниме\Китай\3D\Клетка Духа\ТВ-2\[LightFamily][DUB] Клетка Духа II 02 серия_HEVC.mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-07-05 14:25:14	2025-07-05 14:23:47	44.552639	46.263239	45.697781	31.730000	100.000000	6.427204	2025-07-05 14:25:14	0.990136	0.990136	0.990114	0.933218	1.000000	0.004602											1920x804-25p, yuv420p10le (tv)	3951	G:\Convert\files\FBS NF 124 (1080P AVC)_HEVC.mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-07-05 14:53:01	2025-07-05 14:50:22	40.140018	42.174802	41.697411	29.580000	59.170000	4.612821	2025-07-05 14:53:01	0.984948	0.984948	0.984901	0.924358	0.998713	0.006801											1920x1080-25p, yuv420p10le (tv)	4400	G:\Convert\files\FBS NF 124 (4K HEVC)_HEVC.mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-07-09 15:52:18	2025-07-09 15:50:33	48.401385	48.818520	48.751351	39.520000	62.490000	1.778351	2025-07-09 15:52:18	0.991567	0.991567	0.991560	0.956748	0.999435	0.002637											1280x720-23.81p, yuv420p10le (tv)	764	G:\Аниме\[Топ]\Fate\[Фильм] Великая Кампания - Первая миссия\Fate_Grand_Order_[AniLibria_TV]_[HDTV-Rip_720p]_HEVC.mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-07-21 18:23:38	2025-07-21 18:06:16	49.369142	50.305445	50.135605	38.000000	100.000000	3.116303	2025-07-21 18:15:39	0.994035	0.994035	0.994030	0.965092	1.000000	0.002315											1920x1080-23.98p, yuv420p10le (tv)	981	G:\Convert\files\[DC] Make Heroine ga Oosugiru - 07_Telegram_HEVC.mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-07-21 18:23:38	2025-07-21 18:07:28	49.073542	50.087176	49.905148	36.920000	100.000000	3.201461	2025-07-21 18:16:49	0.993833	0.993833	0.993827	0.964005	1.000000	0.002494											1920x1080-23.98p, yuv420p10le (tv)	918	G:\Convert\files\[DC] Make Heroine ga Oosugiru - 07_Telegram_HEVC(01).mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-07-21 18:23:38	2025-07-21 18:08:40	49.288686	50.296377	50.130368	36.910000	100.000000	2.912226	2025-07-21 18:18:00	0.994146	0.994146	0.994141	0.964289	1.000000	0.002287											1920x1080-23.98p, yuv420p10le (tv)	950	G:\Convert\files\[DC] Make Heroine ga Oosugiru - 07_Telegram_HEVC(02).mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-07-21 18:23:38	2025-07-21 18:09:52	49.060649	50.079721	49.896948	36.650000	100.000000	3.206594	2025-07-21 18:19:10	0.993818	0.993818	0.993811	0.963881	1.000000	0.002513											1920x1080-23.98p, yuv420p10le (tv)	925	G:\Convert\files\[DC] Make Heroine ga Oosugiru - 07_Telegram_HEVC(03).mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-07-21 18:23:38	2025-07-21 18:11:00	48.85257	49.890803	49.703707	36.710000	100.000000	3.235445	2025-07-21 18:20:16	0.993503	0.993503	0.993495	0.961458	1.000000	0.002708											1920x1080-23.98p, yuv420p10le (tv)	910	G:\Convert\files\[DC] Make Heroine ga Oosugiru - 07_Telegram_HEVC(04).mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-07-21 18:23:38	2025-07-21 18:12:07	48.836678	49.881398	49.693556	36.340000	100.000000	3.239602	2025-07-21 18:21:21	0.993482	0.993482	0.993474	0.961375	1.000000	0.002733											1920x1080-23.98p, yuv420p10le (tv)	917	G:\Convert\files\[DC] Make Heroine ga Oosugiru - 07_Telegram_HEVC(05).mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-07-21 18:23:38	2025-07-21 18:13:20	49.274803	50.290485	50.122541	36.620000	100.000000	2.936608	2025-07-21 18:22:32	0.99413	0.994130	0.994125	0.964296	1.000000	0.002310											1920x1080-23.98p, yuv420p10le (tv)	958	G:\Convert\files\[DC] Make Heroine ga Oosugiru - 07_Telegram_HEVC(06).mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-07-21 18:23:38	2025-07-21 18:14:28	49.032522	50.063174	49.893021	36.310000	100.000000	2.933174	2025-07-21 18:23:37	0.993762	0.993762	0.993755	0.961719	1.000000	0.002542											1920x1080-23.98p, yuv420p10le (tv)	949	G:\Convert\files\[DC] Make Heroine ga Oosugiru - 07_Telegram_HEVC(07).mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-07-27 12:11:54	2025-07-27 12:08:45	40.027189	41.643044	41.347531	25.120000	56.890000	3.447118	2025-07-27 12:11:54	0.984745	0.984745	0.983720	0.536167	0.998879	0.025616											1920x1080-25p, yuv420p10le (tv)	3819	G:\Аниме\LightFamily\3D\Грёзы в бездне облаков\LightFamilyDUB_Грёзы_в_бездне_облаков_01_серия_HEVC.mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-07-27 12:15:34	2025-07-27 12:14:07	44.552874	46.263252	45.697811	31.960000	100.000000	6.427165	2025-07-27 12:15:34	0.990136	0.990136	0.990114	0.935714	1.000000	0.004601											1920x804-25p, yuv420p10le (tv)	3951	G:\Convert\files\FBS NF 124 (1080P AVC)_HEVC(01).mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-07-27 13:03:10	2025-07-27 13:01:43	44.552639	46.263239	45.697781	31.730000	100.000000	6.427204	2025-07-27 13:03:10	0.990136	0.990136	0.990114	0.933218	1.000000	0.004602											1920x804-25p, yuv420p10le (tv)	3951	G:\Convert\files\FBS NF 124 (1080P AVC)_HEVC.mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-07-29 15:40:21	2025-07-29 15:00:55	44.552639	46.263239	45.697781	31.730000	100.000000	6.427204	2025-07-29 15:21:34	0.990136	0.990136	0.990114	0.933218	1.000000	0.004602											1920x804-25p, yuv420p10le (tv)	3951	G:\Convert\files\FBS NF 124 (1080P AVC)_HEVC.mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-07-29 15:40:21	2025-07-29 15:02:23	44.552723	46.263239	45.697788	31.730000	100.000000	6.427188	2025-07-29 15:23:02	0.990136	0.990136	0.990114	0.933218	1.000000	0.004602											1920x804-25p, yuv420p10le (tv)	3951	G:\Convert\files\FBS NF 124 (1080P AVC)_HEVC(0).mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-07-29 15:40:21	2025-07-29 15:03:50	44.552828	46.263243	45.697797	31.960000	100.000000	6.427178	2025-07-29 15:24:30	0.990136	0.990136	0.990114	0.935714	1.000000	0.004601											1920x804-25p, yuv420p10le (tv)	3951	G:\Convert\files\FBS NF 124 (1080P AVC)_HEVC(01).mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-07-29 15:40:21	2025-07-29 15:05:18	44.552627	46.263235	45.697776	31.730000	100.000000	6.427207	2025-07-29 15:25:56	0.990136	0.990136	0.990114	0.933218	1.000000	0.004602											1920x804-25p, yuv420p10le (tv)	3951	G:\Convert\files\FBS NF 124 (1080P AVC)_HEVC(02).mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-07-29 15:40:21	2025-07-29 15:06:46	44.552597	46.263222	45.697761	31.730000	100.000000	6.427215	2025-07-29 15:27:22	0.990136	0.990136	0.990114	0.933218	1.000000	0.004602											1920x804-25p, yuv420p10le (tv)	3951	G:\Convert\files\FBS NF 124 (1080P AVC)_HEVC(03).mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-07-29 15:40:21	2025-07-29 15:08:14	44.552544	46.263193	45.697725	31.730000	100.000000	6.427239	2025-07-29 15:28:48	0.990136	0.990136	0.990114	0.933218	1.000000	0.004603											1920x804-25p, yuv420p10le (tv)	3951	G:\Convert\files\FBS NF 124 (1080P AVC)_HEVC(04).mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-07-29 15:40:21	2025-07-29 15:09:41	44.552599	46.263219	45.697756	31.730000	100.000000	6.427218	2025-07-29 15:30:16	0.990136	0.990136	0.990114	0.933218	1.000000	0.004602											1920x804-25p, yuv420p10le (tv)	3951	G:\Convert\files\FBS NF 124 (1080P AVC)_HEVC(05).mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-07-29 15:40:21	2025-07-29 15:11:09	44.552498	46.263176	45.697702	31.730000	100.000000	6.427255	2025-07-29 15:31:42	0.990136	0.990136	0.990114	0.933218	1.000000	0.004603											1920x804-25p, yuv420p10le (tv)	3951	G:\Convert\files\FBS NF 124 (1080P AVC)_HEVC(06).mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-07-29 15:40:21	2025-07-29 15:12:36	44.552624	46.263214	45.697752	31.730000	100.000000	6.427219	2025-07-29 15:33:09	0.990136	0.990136	0.990114	0.933218	1.000000	0.004603											1920x804-25p, yuv420p10le (tv)	3951	G:\Convert\files\FBS NF 124 (1080P AVC)_HEVC(07).mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-07-29 15:40:21	2025-07-29 15:14:05	44.552625	46.263225	45.697767	31.730000	100.000000	6.427208	2025-07-29 15:34:36	0.990136	0.990136	0.990114	0.933218	1.000000	0.004602											1920x804-25p, yuv420p10le (tv)	3951	G:\Convert\files\FBS NF 124 (1080P AVC)_HEVC(08).mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-07-29 15:40:21	2025-07-29 15:15:34	44.552626	46.263222	45.697762	31.730000	100.000000	6.427211	2025-07-29 15:36:02	0.990136	0.990136	0.990114	0.933218	1.000000	0.004602											1920x804-25p, yuv420p10le (tv)	3951	G:\Convert\files\FBS NF 124 (1080P AVC)_HEVC(09).mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-07-29 15:40:21	2025-07-29 15:17:03	44.552599	46.263219	45.697756	31.730000	100.000000	6.427218	2025-07-29 15:37:28	0.990136	0.990136	0.990114	0.933218	1.000000	0.004602											1920x804-25p, yuv420p10le (tv)	3951	G:\Convert\files\FBS NF 124 (1080P AVC)_HEVC(10).mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-07-29 15:40:21	2025-07-29 15:18:34	44.55201	46.263192	45.697699	30.790000	100.000000	6.427281	2025-07-29 15:38:55	0.990136	0.990136	0.990114	0.926333	1.000000	0.004605											1920x804-25p, yuv420p10le (tv)	3951	G:\Convert\files\FBS NF 124 (1080P AVC)_HEVC(11).mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-07-29 15:40:21	2025-07-29 15:20:04	44.55261	46.263222	45.697761	31.730000	100.000000	6.427215	2025-07-29 15:40:21	0.990136	0.990136	0.990114	0.933218	1.000000	0.004602											1920x804-25p, yuv420p10le (tv)	3951	G:\Convert\files\FBS NF 124 (1080P AVC)_HEVC(12).mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-07-29 17:56:21	2025-07-29 17:23:01	49.369044	50.305421	50.135573	38.000000	100.000000	3.116356	2025-07-29 17:40:15	0.994035	0.994035	0.994030	0.965092	1.000000	0.002315											1920x1080-23.98p, yuv420p10le (tv)	981	G:\Convert\files\[DC] Make Heroine ga Oosugiru - 07_Telegram_HEVC.mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-07-29 17:56:21	2025-07-29 17:24:15	49.369045	50.305423	50.135575	38.000000	100.000000	3.116353	2025-07-29 17:41:29	0.994035	0.994035	0.994030	0.965092	1.000000	0.002315											1920x1080-23.98p, yuv420p10le (tv)	981	G:\Convert\files\[DC] Make Heroine ga Oosugiru - 07_Telegram_HEVC(0).mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-07-29 17:56:21	2025-07-29 17:25:28	49.369044	50.305421	50.135573	38.000000	100.000000	3.116356	2025-07-29 17:42:43	0.994035	0.994035	0.994030	0.965092	1.000000	0.002315											1920x1080-23.98p, yuv420p10le (tv)	981	G:\Convert\files\[DC] Make Heroine ga Oosugiru - 07_Telegram_HEVC(01).mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-07-29 17:56:21	2025-07-29 17:26:42	49.369044	50.305421	50.135573	38.000000	100.000000	3.116356	2025-07-29 17:43:58	0.994035	0.994035	0.994030	0.965092	1.000000	0.002315											1920x1080-23.98p, yuv420p10le (tv)	981	G:\Convert\files\[DC] Make Heroine ga Oosugiru - 07_Telegram_HEVC(02).mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-07-29 17:56:21	2025-07-29 17:27:56	49.369045	50.305423	50.135575	38.000000	100.000000	3.116353	2025-07-29 17:45:13	0.994035	0.994035	0.994030	0.965092	1.000000	0.002315											1920x1080-23.98p, yuv420p10le (tv)	981	G:\Convert\files\[DC] Make Heroine ga Oosugiru - 07_Telegram_HEVC(03).mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-07-29 17:56:21	2025-07-29 17:29:09	49.369044	50.305421	50.135573	38.000000	100.000000	3.116356	2025-07-29 17:46:27	0.994035	0.994035	0.994030	0.965092	1.000000	0.002315											1920x1080-23.98p, yuv420p10le (tv)	981	G:\Convert\files\[DC] Make Heroine ga Oosugiru - 07_Telegram_HEVC(04).mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-07-29 17:56:21	2025-07-29 17:30:23	49.369142	50.305445	50.135605	38.000000	100.000000	3.116303	2025-07-29 17:47:41	0.994035	0.994035	0.994030	0.965092	1.000000	0.002315											1920x1080-23.98p, yuv420p10le (tv)	981	G:\Convert\files\[DC] Make Heroine ga Oosugiru - 07_Telegram_HEVC(05).mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-07-29 17:56:21	2025-07-29 17:31:36	49.369184	50.305456	50.135619	38.000000	100.000000	3.116281	2025-07-29 17:48:55	0.994035	0.994035	0.994030	0.965092	1.000000	0.002315											1920x1080-23.98p, yuv420p10le (tv)	981	G:\Convert\files\[DC] Make Heroine ga Oosugiru - 07_Telegram_HEVC(06).mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-07-29 17:56:21	2025-07-29 17:32:50	49.369064	50.305426	50.135580	38.000000	100.000000	3.116343	2025-07-29 17:50:10	0.994035	0.994035	0.994030	0.965092	1.000000	0.002315											1920x1080-23.98p, yuv420p10le (tv)	981	G:\Convert\files\[DC] Make Heroine ga Oosugiru - 07_Telegram_HEVC(07).mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-07-29 17:56:21	2025-07-29 17:34:03	49.369136	50.305440	50.135599	38.000000	100.000000	3.116308	2025-07-29 17:51:25	0.994035	0.994035	0.994030	0.965092	1.000000	0.002314											1920x1080-23.98p, yuv420p10le (tv)	981	G:\Convert\files\[DC] Make Heroine ga Oosugiru - 07_Telegram_HEVC(08).mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-07-29 17:56:21	2025-07-29 17:35:17	49.369048	50.305421	50.135573	38.000000	100.000000	3.116354	2025-07-29 17:52:39	0.994035	0.994035	0.994030	0.965092	1.000000	0.002315											1920x1080-23.98p, yuv420p10le (tv)	981	G:\Convert\files\[DC] Make Heroine ga Oosugiru - 07_Telegram_HEVC(09).mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-07-29 17:56:21	2025-07-29 17:36:31	49.369044	50.305421	50.135573	38.000000	100.000000	3.116356	2025-07-29 17:53:53	0.994035	0.994035	0.994030	0.965092	1.000000	0.002315											1920x1080-23.98p, yuv420p10le (tv)	981	G:\Convert\files\[DC] Make Heroine ga Oosugiru - 07_Telegram_HEVC(10).mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-07-29 17:56:21	2025-07-29 17:37:46	49.369184	50.305456	50.135619	38.000000	100.000000	3.116281	2025-07-29 17:55:07	0.994035	0.994035	0.994030	0.965092	1.000000	0.002315											1920x1080-23.98p, yuv420p10le (tv)	981	G:\Convert\files\[DC] Make Heroine ga Oosugiru - 07_Telegram_HEVC(11).mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-07-29 17:56:21	2025-07-29 17:39:00	49.369044	50.305421	50.135573	38.000000	100.000000	3.116356	2025-07-29 17:56:21	0.994035	0.994035	0.994030	0.965092	1.000000	0.002315											1920x1080-23.98p, yuv420p10le (tv)	981	G:\Convert\files\[DC] Make Heroine ga Oosugiru - 07_Telegram_HEVC(12).mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-07-31 16:03:01	2025-07-31 15:50:04	47.343179	47.831546	47.748742	38.840000	60.090000	1.964139	2025-07-31 16:03:01	0.990843	0.990843	0.990831	0.957849	0.998980	0.003509											1920x1080-23.98p, yuv420p10le (tv)	1972	G:\Аниме\[Топ]\Альтернативная игра богов\BD1080p\[AniDub]_Choujigen_Game_Neptune_The_Animation_[01]_[BDrip1080p_x264_AC3]_[Cuba77]_HEVC.mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-07-31 16:59:02	2025-07-31 16:46:14	47.913686	48.381143	48.305498	38.820000	60.240000	1.880586	2025-07-31 16:59:02	0.990951	0.990951	0.990939	0.958079	0.999032	0.003495											1920x1080-23.98p, yuv420p10le (tv)	1464	G:\Аниме\[Топ]\Альтернативная игра богов\BD1080p\[AniDub]_Choujigen_Game_Neptune_The_Animation_[04]_[BDrip1080p_x264_AC3]_[Cuba77]_HEVC.mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-07-31 18:07:51	2025-07-31 17:55:10	47.913686	48.381143	48.305498	38.820000	60.240000	1.880586	2025-07-31 18:07:51	0.990951	0.990951	0.990939	0.958079	0.999032	0.003495											1920x1080-23.98p, yuv420p10le (tv)	1464	G:\Аниме\[Топ]\Альтернативная игра богов\BD1080p\[AniDub]_Choujigen_Game_Neptune_The_Animation_[04]_[BDrip1080p_x264_AC3]_[Cuba77]_HEVC(0).mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-07-31 19:11:17	2025-07-31 18:58:34	47.913686	48.381143	48.305498	38.820000	60.240000	1.880586	2025-07-31 19:11:17	0.990951	0.990951	0.990939	0.958079	0.999032	0.003495											1920x1080-23.98p, yuv420p10le (tv)	1464	G:\Аниме\[Топ]\Альтернативная игра богов\BD1080p\[AniDub]_Choujigen_Game_Neptune_The_Animation_[04]_[BDrip1080p_x264_AC3]_[Cuba77]_HEVC(01).mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-07-31 19:24:34	2025-07-31 19:23:23	49.229044	50.159685	49.988897	37.730000	100.000000	3.124027	2025-07-31 19:24:34	0.993814	0.993814	0.993807	0.964678	1.000000	0.002493											1920x1080-23.98p, yuv420p10le (tv)	922	G:\Convert\files\[DC] Make Heroine ga Oosugiru - 07_Telegram_HEVC(0).mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-07-31 19:35:05	2025-07-31 19:33:53	49.369044	50.305421	50.135573	38.000000	100.000000	3.116356	2025-07-31 19:35:05	0.994035	0.994035	0.994030	0.965092	1.000000	0.002315											1920x1080-23.98p, yuv420p10le (tv)	981	G:\Convert\files\[DC] Make Heroine ga Oosugiru - 07_Telegram_HEVC.mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-08-03 12:11:59	2025-08-03 12:01:25	48.243989	48.886095	48.777461	39.250000	76.830000	2.288177	2025-08-03 12:07:14	0.992353	0.992353	0.992338	0.950319	0.999980	0.003801											1920x1080-23.98?, yuv420p10le (tv)	1184	G:\Convert\files\Nanatsu_no_Maken_ga_Shihai_suru_[02]_[AniLibria_TV]_[WEBRip_1080p_HEVC].mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-08-03 12:11:59	2025-08-03 12:02:38	48.76029	49.373299	49.270404	39.960000	76.830000	2.241295	2025-08-03 12:08:30	0.992821	0.992821	0.992810	0.961603	0.999983	0.003291											1920x1080-23.98p, yuv420p10le (tv)	1195	G:\Convert\files\Nanatsu_no_Maken_ga_Shihai_suru_[02]_[AniLibria_TV]_[WEBRip_1080p]_HEVC.mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-08-03 12:11:59	2025-08-03 12:03:45	47.759523	48.506009	48.382110	36.660000	78.130000	2.429309	2025-08-03 12:09:39	0.991437	0.991437	0.991412	0.942238	0.999995	0.004937											1920x1080-23.98p, yuv420p10le (tv)	1187	G:\Convert\files\Nanatsu_no_Maken_ga_Shihai_suru_[02]_[AniLibria_TV]_[WEBRip_1080p]_HEVC(0).mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-08-03 12:11:59	2025-08-03 12:04:48	47.624414	48.373171	48.248302	36.310000	76.420000	2.435278	2025-08-03 12:10:43	0.991245	0.991245	0.991219	0.942028	0.999997	0.005025											1920x1080-23.98p, yuv420p10le (tv)	1218	G:\Convert\files\Nanatsu_no_Maken_ga_Shihai_suru_[02]_[AniLibria_TV]_[WEBRip_1080p]_HEVC(1).mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-08-03 12:11:59	2025-08-03 12:06:02	48.765654	49.380274	49.277190	39.960000	76.830000	2.243188	2025-08-03 12:11:59	0.992825	0.992825	0.992814	0.959814	0.999983	0.003297											1920x1080-23.98?, yuv420p10le (tv)	1197	G:\Convert\files\Nanatsu_no_Maken_ga_Shihai_suru_[02]_[AniLibria_TV]_[WEBRip_1080p]_HEVC(2).mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-08-03 16:41:49	2025-08-03 15:50:38	46.310185	47.397810	47.091966	36.400000	71.190000	4.215708	2025-08-03 16:24:49	0.992415	0.992415	0.992400	0.963816	0.999981	0.003859											1920x1080-23.98p, yuv420p10le (tv)	1878	G:\Аниме\Дорамы\Стеклянное сердце\Glass.Heart.s01e01.HD1080p.WEBRip.Rus.AniDub.com_HEVC.mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-08-03 16:41:49	2025-08-03 16:07:39	47.063058	48.540779	48.087559	38.470000	76.990000	5.341053	2025-08-03 16:41:49	0.9937	0.993700	0.993687	0.974819	0.999996	0.003631											1920x1080-23.98p, yuv420p10le (tv)	3145	G:\Аниме\Дорамы\Стеклянное сердце\Glass.Heart.s01e01.HD1080p.WEBRip.Rus.AniDub.com_HEVC(0).mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-08-07 16:46:08	2025-08-07 16:38:20	46.522854	46.782715	46.724090	39.950000	72.200000	1.770990	2025-08-07 16:46:08	0.992884	0.992884	0.992877	0.974782	0.999985	0.002602											1920x1080-23.98p, yuv420p10le (tv)	1608	G:\Аниме\Новое\Штурмовые ведьмы\На Берлин\[AniDub]_Strike_Witches_Road_to_Berlin_[01]_HEVC.mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-08-07 17:19:57	2025-08-07 17:12:11	46.518713	46.722245	46.669658	39.840000	71.790000	1.744086	2025-08-07 17:19:57	0.993244	0.993244	0.993241	0.976221	0.999981	0.001949											1920x1080-23.98p, yuv420p10le (tv)	1392	G:\Аниме\Новое\Штурмовые ведьмы\На Берлин\[AniDub]_Strike_Witches_Road_to_Berlin_[04]_HEVC.mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-08-13 14:39:16	2025-08-13 14:13:53	49.369044	50.305421	50.135573	38.000000	100.000000	3.116356	2025-08-13 14:27:09	0.994035	0.994035	0.994030	0.965092	1.000000	0.002315											1920x1080-23.98p, yuv420p10le (tv)	981	G:\Convert\files\[DC] Make Heroine ga Oosugiru - 07_Telegram_HEVC.mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-08-13 14:39:16	2025-08-13 14:15:06	49.369781	50.306423	50.136537	38.000000	100.000000	3.116620	2025-08-13 14:28:23	0.994036	0.994036	0.994030	0.965091	1.000000	0.002315											1920x1080-23.98p, yuv420p10le (tv)	981	G:\Convert\files\[DC] Make Heroine ga Oosugiru - 07_Telegram_HEVC(0).mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-08-13 14:39:16	2025-08-13 14:16:20	49.369288	50.306624	50.136652	38.030000	100.000000	3.117265	2025-08-13 14:29:37	0.994034	0.994034	0.994028	0.965183	1.000000	0.002319											1920x1080-23.98p, yuv420p10le (tv)	981	G:\Convert\files\[DC] Make Heroine ga Oosugiru - 07_Telegram_HEVC(1).mkv	1.5	7.1-full_build-www.gyan.dev"
"2025-08-13 14:39:16	2025-08-13 14:17:33	49.360982	50.302176	50.131724	37.820000	100.000000	3.120294	2025-08-13 14:30:50	0.994025	0.994025	0.994020	0.965128	1.000000	0.002331											1920x1080-23.98p, yuv420p10le (tv)	989	G:\Convert\files\[DC] Make Heroine ga Oosugiru - 07_Telegram_HEVC(2).mkv	1.5	7.1-full_build-www.gyan.dev"
